id,budget_cheap,budget_reasonable,budget_expensive,priority_food,priority_drink,priority_atmosphere,priority_speed,can_alone,cannot_alone,shop_name,genre,reservation,reservation_availability,address,transportation,bussiness_hours,regular_holiday,budget_from_user,budget_from_user_night_min,budget_from_user_night_max,budget_from_user_lunch_min,budget_from_user_lunch_max,budget_from_shop,budget_from_shop_night_min,budget_from_shop_night_max,budget_from_shop_lunch_min,budget_from_shop_lunch_max,card,capacity,capacity_number,private_room,parking,facility,mobile_phone,scene,service,1st_poster,last_poster,reserved,smoking,drinking,cuisine,location,HP,official_account,opening_date,contact,remark,child_accompanied,charge,course,free_drink_course,related_store,link,tel,dress_code,id,latitude,longitude,genre_oaiso,URL,genre_oaiso_s
155,0,3,0,0,3,0.4,0,1,2,三々五々,もつ鍋、居酒屋、魚介料理・海鮮料理,no data,,東京都品川区大井1-11-4小川ビル1F,JR線・りんかい線大井町駅西口より徒歩3分。東急大井町駅より徒歩3分大井町駅から172m,【平日・土】　17：00～00：00（L.O.23：20）【日・祝】　17：00～23：00（L.O.22：20）連休最後の日以外は営業夜10時以降入店可、日曜営業,無休,"[夜]￥3,000～￥3,999",3000,3999,,,no data,,,,,可（JCB、AMEX、Diners）,70席,70,no data,無,座敷あり,docomo,知人・友人と,no data,myu2myu2（4）,☆まっちゃん（3341）...店舗情報（'13/10/0908:14）kou!（0）...店舗情報（'11/10/2923:32）編集履歴を詳しく見る,no data,no data,日本酒あり、焼酎あり、焼酎にこだわる,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,4000円～5000円の飲み放題コース,no data,no data,no data,no data,155,35.6075246,139.7325213,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13096335/,居酒屋
162,3,0,0,3,0,0,0.4,2,1,パスチャー,ステーキ,no data,,東京都品川区大井4-2-1,大井町駅　徒歩4～5分大井町駅から389m,11:30～13:3017:30～22:00ランチ営業,火曜日　定休,"[夜]￥1,000～￥1,999[昼]￥1,000～￥1,999",1000,1999,1000,1999,no data,,,,,no data,no data,,no data,no data,no data,no data,知人・友人と,no data,ばろきち（16）,miyabi7777（1608）...店舗情報（'15/09/1220:45）shiba63（0）...店舗情報（'15/08/0413:53）編集履歴を詳しく見る,no data,全面喫煙可,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,162,35.6041379,139.7333723,洋食・西洋料理,https://tabelog.com/tokyo/A1315/A131501/13021061/,ステーキ
163,0,3,0,1,2,0,0,2,1,小料理 東,割烹・小料理,no data,,東京都品川区大井1-24-5大井町センタービル１０６,JR京浜東北線大井町駅りんかい線大井町駅大井町駅から235m,ランチ11:30～13:00ディナー17:00～22:00ランチ営業,日・祝,"[夜]￥4,000～￥4,999[昼]～￥999",4000,4999,0,999,no data,,,,,no data,no data,,no data,no data,no data,no data,知人・友人と,no data,From.Geneva（170）,amnos嵐（37）...店舗情報（'15/05/2704:50）編集履歴を詳しく見る,no data,no data,日本酒あり,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,163,35.6058889,139.732671,高級和食,https://tabelog.com/tokyo/A1315/A131501/13128590/,割烹・小料理
165,3,0,0,3,0,0,0.4,3,0,木もれび,定食・食堂、弁当,no data,,東京都品川区東大井5-14-16,大井町駅から214m,[月～金]11：30～21：00（お持ち帰り用日替弁当11：00～）[土曜日]11：30～19：00ランチ営業,日・祝,"[夜]￥1,000～￥1,999[昼]～￥999",1000,1999,0,999,no data,,,,,no data,no data,,無,無,no data,docomo,,テイクアウト,kozue（103）,ツイストマン（1836）...店舗情報（'14/11/2000:24）baku2（16）...店舗情報（'10/08/3114:53）編集履歴を詳しく見る,no data,完全禁煙,no data,野菜料理にこだわる,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,165,35.6063738,139.7363553,Ｂ級和食,https://tabelog.com/tokyo/A1315/A131501/13083080/,定食・食堂
166,3,0,0,0,1.8,0,2.4,3,0,立呑み8,立ち飲み居酒屋・バー,no data,,東京都品川区東大井5-12-3ブルーフォレスト1F,JR京浜東北線大井町駅東口から徒歩3分大井町駅から289m,17:00～翌1:00夜10時以降入店可,不定休,"[夜]￥2,000～￥2,999",2000,2999,,,no data,,,,,可（Diners）,（基本立呑みですが、一部壁際に腰掛けられるバーあり）,,無,無,no data,no data,,no data,Kibao.（32）,no data,no data,完全禁煙,日本酒あり、焼酎あり、ワインあり,no data,no data,no data,no data,2016年2月24日,no data,no data,no data,お通し300円,no data,no data,no data,no data,03-6433-0606,no data,166,35.6069321,139.7376274,バー・お酒,https://tabelog.com/tokyo/A1315/A131501/13192535/,立ち飲み居酒屋・バー
167,0,3,0,2,1,0,0,2,1,くいものや陣 大井町店,居酒屋,no data,,東京都品川区東大井5-15-16まめそうビルB1F,大井町駅徒歩２分大井町駅から139m,16:00～24:00(フードL.O.23:00ドリンクL.O.23:30)夜10時以降入店可,日曜日,"[夜]￥5,000～￥5,999",5000,5999,,,no data,,,,,可（JCB、AMEX、Diners）,no data,,no data,no data,no data,no data,知人・友人と,no data,はらへり呑んべぇ（387）,no data,no data,全面喫煙可,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,167,35.607049,139.735944,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13147758/,居酒屋
169,0,3,0,1,2.4,0,0,2,1,焼鳥 晋ちゃん,焼鳥,no data,予約可,東京都品川区大井4-1-5ケイビル21F,大井町駅から413m,17:00～0:00(L.O.23:30)夜10時以降入店可,日曜日,"[夜]￥5,000～￥5,999",5000,5999,,,no data,,,,,不可,no data,,無,無,カウンター席あり,docomo,一人で入りやすい｜知人・友人と,no data,ツイストマン（1836）,ツイストマン（1836）...店舗情報（'15/07/2001:26）編集履歴を詳しく見る,no data,全面喫煙可,日本酒あり、焼酎あり,no data,no data,no data,no data,2015年4月10日,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,169,35.6039851,139.7333056,Ｂ級和食,https://tabelog.com/tokyo/A1315/A131501/13183186/,焼鳥
177,3,0,0,3,0,0,0,1,2,オリガノ,ピザ、イタリアン、パスタ,no data,予約可,東京都品川区大井1-20-29,京浜東北線大井町駅より徒歩7分東急大井町線大井町駅より徒歩7分大井町駅から396m,【月・火・金】11:00～15:0017:00～22:00〈火曜日のみ　21:00迄〉【土･日･祝】11:00～22:00　　　　　　　　　　　　　　　　　　　　　　　　　ランチ営業、日曜営業,水曜、木曜日,"[夜]￥2,000～￥2,999[昼]￥1,000～￥1,999",2000,2999,1000,1999,"[夜]￥1,000～￥1,999[昼]～￥999",1000,1999,0,999,不可,20席,20,無,無,落ち着いた空間、カウンター席あり,no data,家族・子供と｜女子会｜知人・友人と,2時間半以上の宴会可、子供可、テイクアウト,食べあるキング（4）,no data,可（20人以下可）,全面喫煙可※12:00～13:00は全席禁煙,no data,no data,no data,no data,no data,1974年4月,no data,"※貸切は15人～23人まで、2,500円以上からとなります。",no data,no data,no data,no data,no data,no data,03-3777-1027,no data,177,35.607068,139.7301279,洋食・西洋料理,https://tabelog.com/tokyo/A1315/A131501/13043952/,イタリアン
178,3,0,0,2,0.4,0,1.4,3,0,しげちゃん,串焼き、居酒屋,no data,,東京都品川区東大井5-5-12,大井町駅から222m,17:00～23:00,日曜日,"[夜]￥1,000～￥1,999[昼]￥1,000～￥1,999",1000,1999,1000,1999,no data,,,,,no data,no data,,無,no data,no data,docomo、au、SoftBank、Y!mobile,知人・友人と,no data,tommy0805（9）,no data,no data,no data,日本酒あり,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,178,35.6076709,139.7369941,Ｂ級和食,https://tabelog.com/tokyo/A1315/A131501/13133438/,串焼き
180,0,0,3,3,0.4,0.4,0,2,1,NIDO,イタリアン、パスタ、洋食,no data,予約可お子様をお連れの場合は事前にご連絡頂けますと幸いです。“食べログ会員限定”ネット予約で来店するともれなく全員にANAのマイルをプレゼント！,東京都品川区大井1-55-12ベルフルーレ1F,京浜東北線・東急大井町線・りんかい線『大井町駅』徒歩４分JR大井町駅　中央口大井町駅から384m,［月〜木、土］17:30～24:00[金]17:30～26:00夜10時以降入店可、夜12時以降入店可,日曜日　８月21日（月）は臨時休業致します,"[夜]￥6,000～￥7,999",6000,7999,,,"[夜]￥4,000～￥4,999",4000,4999,,,可（VISA、MASTER）,25席,25,無,無,オシャレな空間、落ち着いた空間、席が広い、カウンター席あり、ソファー席あり,docomo、au、SoftBank、Y!mobile,家族・子供と｜デート｜知人・友人と,お祝い・サプライズ可、ソムリエがいる、子供可,white-cream（1）,no data,可（20人～50人可）,完全禁煙,ワインあり、カクテルあり、ワインにこだわる,野菜料理にこだわる、魚料理にこだわる,隠れ家レストラン,no data,no data,2015年4月8日,no data,パーティー利用時はカード不可,お席の関係上ベビーカーの有無、年齢等お伺いさせて頂く事がございます。,パーティー利用時はチャージ、税込,3000円～4000円のコース、4000円～5000円のコース,飲み放題,no data,no data,03-6303-7499,no data,180,35.6043162,139.7330901,洋食・西洋料理,https://tabelog.com/tokyo/A1315/A131501/13182449/,イタリアン
181,0,3,0,1,2.4,0.4,0,1,2,酔庵たくみ,居酒屋,no data,予約可,東京都品川区東大井5-1-8大井ハイツ　１Ｆ,ＪＲ「大井町駅」東口より徒歩2分大井町駅から191m,[火～土]18:00～翌2:00[日・祝]18:00～24:00夜10時以降入店可、日曜営業,月曜日（8月は定休日の他に15日火曜、16日水曜も休業させて頂きます。）,"[夜]￥4,000～￥4,999",4000,4999,,,no data,,,,,不可,12席（カウンターのみ）,12,無,無,no data,no data,知人・友人と,no data,じむち（824）,no data,可,全面喫煙可,日本酒あり、焼酎あり,no data,no data,no data,no data,no data,no data,【2009年2月に品川区東大井6-6-1より移転】,no data,no data,no data,no data,no data,no data,03-6698-2570,no data,181,35.6082486,139.7360358,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13033488/,居酒屋
183,3,0,0,3,0,0,0.4,3,0,とんかつ大和田,とんかつ,no data,,東京都品川区大井1-25-3シティハイツ大井町1F,大井町駅から徒歩3分大井町駅から297m,11:30～14:0017:00～21:30ランチ営業,日曜日,"[夜]￥1,000～￥1,999[昼]～￥999",1000,1999,0,999,no data,,,,,no data,11席,11,無,無近隣にコインパーキングあり,落ち着いた空間、カウンター席あり,au,一人で入りやすい｜知人・友人と,no data,中性脂肪診断士（269）,東海大相撲（58）...店舗情報（'17/07/1315:04）KOKOKO（3287）...店舗情報（'13/05/2614:50）編集履歴を詳しく見る,no data,全面喫煙可,日本酒あり、焼酎あり,no data,隠れ家レストラン,no data,no data,2012年7月,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,183,35.605625,139.732192,Ｂ級和食,https://tabelog.com/tokyo/A1315/A131501/13147734/,とんかつ
184,0,3,0,3,0.4,0,0.4,2,1,山田寿司,寿司,no data,,東京都品川区大井1-53-6,JR大井町駅より徒歩3分大井町線大井町駅より徒歩5分臨海線大井町駅より徒歩5分大井町駅から334m,11:30～23:00ランチ営業、夜10時以降入店可、日曜営業,木曜日,"[夜]￥5,000～￥5,999[昼]￥1,000～￥1,999",5000,5999,1000,1999,no data,,,,,可（JCB、AMEX）,no data,,no data,no data,no data,no data,知人・友人と,no data,y-kabu（4）,酔狂老人卍（1308）...店舗情報（'10/11/0816:42）編集履歴を詳しく見る,no data,no data,no data,no data,一軒家レストラン,http://www.ne.jp/asahi/sushi/yamada/,no data,no data,no data,出前あり,no data,no data,no data,no data,no data,ホットペッパーグルメ,no data,no data,184,35.6046851,139.7340083,高級和食,https://tabelog.com/tokyo/A1315/A131501/13023094/,寿司
185,0,3,0,3,0.8,0,0.4,1,2,黒ぶたや アトレ大井町店,居酒屋、豚しゃぶ、バイキング,no data,予約可“食べログ会員限定”ネット予約で来店するともれなく全員にANAのマイルをプレゼント！,東京都品川区大井1-2-1アトレ大井町6F,"ＪＲ大井町駅,りんかい線大井町駅駅直結アトレ内６F大井町駅から152m",11:00～23:00（LO:フード22:00、ドリンク22:30）ランチ営業、夜10時以降入店可、日曜営業,不定休（アトレに準ずる）,"[夜]￥3,000～￥3,999[昼]￥1,000～￥1,999",3000,3999,1000,1999,"[夜]￥3,000～￥3,999[昼]￥1,000～￥1,999",3000,3999,1000,1999,不可,40席,40,無,有アトレ内,オシャレな空間、落ち着いた空間、席が広い、カウンター席あり、ソファー席あり,docomo、au、SoftBank,家族・子供と｜知人・友人と,2時間半以上の宴会可、お祝い・サプライズ可、子供可,ペット名（158）,no data,可（20人～50人可）,分煙平日17時以降、全席喫煙可,日本酒あり、焼酎あり、ワインあり、カクテルあり、日本酒にこだわる、焼酎にこだわる、ワインにこだわる、カクテルにこだわる,野菜料理にこだわる、健康・美容メニューあり,no data,http://xn----38ta7a2hbb3hco44avp8o8245aye7auok6c471c3n2ioowfxipc.com/,no data,no data,no data,"大井町駅ビル、アトレ6F最高級鹿児島産、六白黒豚しゃぶしゃぶ専門店！■しゃぶしゃぶ食べ放題は男性2900円／女性2400円！■飲み放題付き宴会プランは4,000円〜■六白黒豚鹿児島県黒豚生産者協会会員の指定農場にて飼育された「六白黒豚」を使用。きめが細かく、歯切れが良いお肉で、アミノ酸の量が多いため味が良く、コクがあります。■大井町駅直結のアトレ６F！大井町駅直結のアトレ６F！駅近＆雨の日も安心！大人数でのご宴会もお任せ下さい。◎鹿児島産、六白黒豚しゃぶしゃぶ食べ放題プランは男性2,900円/女性2,40",お子様連れＯＫ,"黒豚しゃぶしゃぶ食べ放題2,900円！ちょい飲みOK！単品飲み放題90分1,000円！",食べ放題、3000円以下のコース、3000円～4000円のコース、4000円～5000円のコース,飲み放題、3000円以下の飲み放題コース、3000円～4000円の飲み放題コース、4000円～5000円の飲み放題コース、3時間以上の飲み放題コース,黒ぶたやの店舗一覧を見る,no data,03-5709-7346,カジュアル,185,35.606212,139.734828,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13070212/,居酒屋
192,3,0,0,0,2.4,1.8,0,3,0,レストラン&バー フォーリーフ 大井町店,バー,no data,,東京都品川区大井4-13-14石井ビル1F,大井町駅から603m,17:00～翌4:00日曜営業,月曜日,"[夜]￥2,000～￥2,999",2000,2999,,,no data,,,,,no data,no data,,no data,no data,no data,no data,,no data,はらへり呑んべぇ（387）,no data,no data,完全禁煙,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,192,35.5994997,139.7283507,バー・お酒,https://tabelog.com/tokyo/A1315/A131501/13191898/,バー
194,0,3,0,3,0,0,0,0,3,七甲山,焼肉,no data,予約可,東京都品川区東大井5-2-8,各線大井町駅より徒歩2～3分大井町駅から142m,[平日]11：30～14：0016：30～23：30（L.O.23：00）[土日祝]16：30～23：30（L.O.23：00）ランチ営業、夜10時以降入店可,年中無休,"[夜]￥3,000～￥3,999[昼]～￥999",3000,3999,0,999,"[夜]￥3,000～￥3,999",3000,3999,,,可（VISA、JCB、AMEX）,36席（すべてテーブル席）,36,無,無,no data,docomo、au、SoftBank,家族・子供と｜知人・友人と,子供可,boo'sfoods（11）,ツイストマン（1836）...店舗情報（'12/04/1800:44）abc111（250）...店舗情報（'10/05/0613:25）編集履歴を詳しく見る,可,全面喫煙可,日本酒あり、焼酎あり、ワインあり、カクテルあり,no data,no data,no data,no data,no data,no data,no data,no data,サービス料・チャージ料なし,no data,no data,no data,no data,no data,no data,194,35.6076959,139.7361219,焼肉・ホルモン・鍋,https://tabelog.com/tokyo/A1315/A131501/13040613/,焼肉
204,0,3,0,1,2.4,0,0,2,1,田,居酒屋、割烹・小料理,no data,予約可,東京都品川区東大井5丁目19-6,ＪＲ京浜東北線大井町駅徒歩1分りんかい線大井町駅徒歩1分東急大井町線大井町駅徒歩3分大井町駅から248m,[火～日]17:30～23:00(LO)夜10時以降入店可、日曜営業,月曜日,"[夜]￥4,000～￥4,999",4000,4999,,,no data,,,,,可（VISA、MASTER、JCB、AMEX、Diners）,30席（カウンター6席　テーブル12席）,30,有（8人可）,無,落ち着いた空間、カウンター席あり、座敷あり,docomo、au、SoftBank,知人・友人と,no data,のんきゃ（0）,marines（85）...店舗情報（'13/07/1318:54）popo☆77（0）...店舗情報（'12/02/1613:30）編集履歴を詳しく見る,可（20人～50人可）,全面喫煙可,日本酒あり、焼酎あり、ワインあり、カクテルあり、焼酎にこだわる,魚料理にこだわる,no data,http://www.omotenashi-den.com/index.html,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,204,35.6056961,139.7360248,高級和食,https://tabelog.com/tokyo/A1315/A131501/13060061/,割烹・小料理
205,3,0,0,2.4,1.4,0,0,2,1,しげ,もつ焼き、居酒屋、串焼き,no data,,東京都品川区大井1-43-7B1F,JR大井町駅　中央口から大井三ツ又方面へ。駅から徒歩6分。大井三ツ又の角。ドラッグストアの入ったビルの地下1階大井町駅から468m,17:00～23:30夜10時以降入店可、日曜営業,祝祭日,"[夜]￥2,000～￥2,999",2000,2999,,,no data,,,,,no data,30席（1階　10席程度　2階　20席程度）,30,無,no data,カウンター席あり,docomo,家族・子供と｜一人で入りやすい｜知人・友人と,子供可,渋谷ではたらくよっちゃん（136）,ノバンディ（2703）...店舗情報（'16/11/0823:53）新橋浮浪雲（1543）...店舗情報（'14/02/2409:56）編集履歴を詳しく見る,no data,全面喫煙可,焼酎あり,no data,no data,no data,no data,no data,no data,【2014年1月に品川区大井1丁目1-27　より移転】,no data,no data,no data,no data,no data,no data,no data,no data,205,35.6037122,139.7325435,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13058599/,居酒屋
208,0,3,0,2,1,0.4,0,1,2,MICHI FISH&OYSTER,オイスターバー、バル・バール、居酒屋,no data,予約可“食べログ会員限定”ネット予約で来店するともれなく全員にANAのマイルをプレゼント！,東京都品川区東大井5-12-2ユニーブル大井町102,ＪＲ京浜東北線大井町駅徒歩2分りんかい線大井町駅徒歩2分東急大井町線大井町駅徒歩2分大井町駅から268m,[月～木]17：00～24：30（L.O.23:30）[金・土]17：00～26：00（L.O.25:00）[日・祝]17：00～24：30（L.O.23:30）夜10時以降入店可、夜12時以降入店可、日曜営業,年中無休,"[夜]￥3,000～￥3,999",3000,3999,,,"[夜]￥3,000～￥3,999",3000,3999,,,可（VISA、MASTER、JCB、AMEX、Diners）,32席,32,無,無,オシャレな空間、落ち着いた空間、席が広い,docomo、au、SoftBank,,お祝い・サプライズ可,ShigeP_Bishoku（36）,no data,可,全面喫煙可,日本酒あり、焼酎あり、ワインあり、カクテルあり、ワインにこだわる,魚料理にこだわる,no data,http://www.dr-t.co.jp/michi-oyster/,no data,2015年5月15日,no data,2～4名様/4～6名様等テーブル席のアレンジもご相談下さい。,no data,no data,4000円～5000円のコース,飲み放題、3000円～4000円の飲み放題コース、4000円～5000円の飲み放題コース,no data,no data,03-5479-0568,no data,208,35.6069516,139.7375413,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13181885/,居酒屋
210,0,3,0,2,1,0,0,3,0,もっこく屋,居酒屋、郷土料理（その他）,no data,,東京都品川区大井2-27-19,大井町駅から徒歩7分　西大井駅から徒歩12分大井町駅から542m,18:00～翌2:00夜10時以降入店可、日曜営業,月曜日,"[夜]￥5,000～￥5,999",5000,5999,,,no data,,,,,不可,（23人　）,,no data,無,no data,no data,知人・友人と,no data,NaoFoodworks（61）,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,210,35.6040573,139.7306002,高級和食,https://tabelog.com/tokyo/A1315/A131501/13038826/,郷土料理（その他）
214,0,3,0,0.8,1,2,0,1,2,蕎麦と酒 木の花,そば、居酒屋、割烹・小料理,no data,予約可,東京都品川区大井1-15-5GSビル3F,大井町駅から品川区役所方面に徒歩5分（約450m）1階が焼き鳥屋さんのビルの3階です。大井町駅から299m,17:00～24:00（L.o23:00）土曜日はL.o22:00※蕎麦切れの為早じまいの場合もあります。夜10時以降入店可,日曜日,"[夜]￥3,000～￥3,999",3000,3999,,,"[夜]￥3,000～￥3,999",3000,3999,,,可,30席（カウンター6席、テーブル12席、小上がり座敷12席）,30,無,無,オシャレな空間、落ち着いた空間、カウンター席あり、座敷あり,no data,,2時間半以上の宴会可、お祝い・サプライズ可,くまくま６０（1）,no data,可（20人以下可）,分煙,焼酎あり、ワインあり、日本酒にこだわる,野菜料理にこだわる、魚料理にこだわる,no data,no data,https://www.facebook.com/kinohana2016/?ref=bookmarks,2016年12月5日,no data,・お祝いの際は事前にご相談ください。【コース】以下の2種類です。・3000円　お料理のみ・5000円　お料理＋飲み放題,no data,no data,3000円～4000円のコース、5000円～8000円のコース,飲み放題,no data,no data,no data,no data,214,35.6075485,139.7305945,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13203056/,居酒屋
231,0,3,0,2.4,0,1.8,0,0,3,大井町銭場精肉店,焼肉、居酒屋、ステーキ,no data,予約可“食べログ会員限定”ネット予約で来店するともれなく全員にANAのマイルをプレゼント！,東京都品川区東大井5-14-19ISOLA大井町2F,JR京浜東北線「大井町駅」東急大井町線「大井町駅」東京臨海高速鉄道りんかい線「大井町駅」大井町駅から195m,17:00〜24:00(L.O23:00)11:30〜15:00(L.O14:30)ランチ営業、夜10時以降入店可、日曜営業,2015年12月31日(木)～2016年1月日(金)は定休日、1月2日(土)はディナー(17:00〜24:00)のみの営業とさせていただきます。,"[夜]￥5,000～￥5,999[昼]￥1,000～￥1,999",5000,5999,1000,1999,"[夜]￥4,000～￥4,999[昼]￥1,000～￥1,999",4000,4999,1000,1999,可（VISA、MASTER、JCB、AMEX）,40席（カウンター4席、テーブル36席）,40,無,無近隣にコインパーキング有り,オシャレな空間、落ち着いた空間、カウンター席あり、ソファー席あり,docomo、au、SoftBank,家族・子供と｜知人・友人と,子供可,となりのやまちゃん（7）,no data,可（20人～50人可）,全面喫煙可ランチタイム11:30〜15:00は全面禁煙,日本酒あり、焼酎あり、ワインあり、カクテルあり、日本酒にこだわる、焼酎にこだわる、ワインにこだわる,no data,no data,http://www.zeniba.com/zeniba/,no data,2011年3月15日,no data,お盆、お正月はお休みをいただく場合がございます。また、社員研修での、急なお休みをいただく場合がございますので、お問い合わせください。,no data,お通し　300,3000円～4000円のコース、4000円～5000円のコース,飲み放題、4000円～5000円の飲み放題コース,no data,no data,03-6712-1129,no data,231,35.6063025,139.7364869,居酒屋,,居酒屋
238,0,3,0,1,2,0,0.4,3,0,わたる商店,居酒屋、焼鳥、鳥料理,no data,予約可,東京都品川区大井1-53-8堀江ビル　1F,大井町駅中央口から徒歩３分①大井町駅中央口から阪急大井町ガーデン方向、線路沿いに100m（大井三ツ又方面）②踏切前を右折、時計塔のあるセブンイレブン横のタイル路を直進してスグ大井町駅から348m,【月～木】16:00～翌2:00【金・土】16:00～翌5:00【日・祝】12:00～翌1:00※ランチなし（昼間の宴会、大歓迎です！ご連絡ください）夜10時以降入店可、夜12時以降入店可、始発まで営業、日曜営業,年中無休,"[夜]￥4,000～￥4,999",4000,4999,,,"[夜]￥2,000～￥2,999",2000,2999,,,可（VISA、MASTER、JCB、AMEX、Diners）,53席（2名様小あがり席×2、カウンター席×5、テーブル44席）,53,無,無,落ち着いた空間、カウンター席あり、座敷あり、スポーツ観戦可,docomo、au、SoftBank、Y!mobile,家族・子供と｜一人で入りやすい｜知人・友人と,2時間半以上の宴会可、お祝い・サプライズ可、子供可、テイクアウト,ツイストマン（1836）,no data,可,全面喫煙可,日本酒あり、焼酎あり、ワインあり、カクテルあり,野菜料理にこだわる、魚料理にこだわる、健康・美容メニューあり,隠れ家レストラン,http://watabefs.co.jp,no data,2015年5月18日,no data,no data,no data,22時以降のご注文は深夜料金10％を加算させて頂きます,no data,no data,no data,ホットペッパーグルメ,no data,no data,238,35.6045323,139.7337,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13183045/,居酒屋
239,3,0,0,0,1.4,1,1,3,0,ブラディーポ,バー,no data,,東京都品川区東大井5-2-12,大井町駅から89m,19:00～24:00,,"[夜]￥1,000～￥1,999",1000,1999,,,no data,,,,,no data,no data,,no data,no data,no data,no data,知人・友人と,no data,comcomcom/com（5）,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,239,35.6076681,139.7354748,バー・お酒,https://tabelog.com/tokyo/A1315/A131501/13025926/,バー
243,0,3,0,2,1,0,0,2,1,まかないや 大井町店,居酒屋、創作料理、和食（その他）,no data,予約可“食べログ会員限定”ネット予約で来店するともれなく全員にANAのマイルをプレゼント！,東京都品川区大井1-52-6コスモ大井町　１Ｆ,ＪＲ京浜東北線大井町駅　中央口　徒歩3分　大井町駅から297m,17:00～24:00(L.O.23:30)　夜10時以降入店可,日曜日,"[夜]￥4,000～￥4,999",4000,4999,,,"[夜]￥3,000～￥3,999",3000,3999,,,可（VISA、MASTER、JCB、AMEX、Diners）,60席,60,有（4人可）,無0台,落ち着いた空間、座敷あり、掘りごたつあり,no data,家族・子供と｜知人・友人と,お祝い・サプライズ可、子供可,だららん（1）,no data,可（50人以上可）,全面喫煙可,日本酒あり、焼酎あり、カクテルあり,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,飲み放題,no data,no data,03-6410-7232,no data,243,35.6049554,139.7339681,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13095745/,居酒屋
246,3,0,0,2,1,0,0.4,3,0,三代目 むら上 大井町店,うなぎ,no data,予約不可,東京都品川区東大井5-7-15,大井町駅から徒歩5分大井町駅から250m,[火～木]16:30～22:00[金・土・日]11:30～14:0016:30～22:00※ご予約はお弁当のみお受付しております。席予約はお受けできませんので、予めご了承ください。日曜営業,月曜日,"[夜]￥2,000～￥2,999[昼]￥2,000～￥2,999",2000,2999,2000,2999,"[夜]￥2,000～￥2,999[昼]￥1,000～￥1,999",2000,2999,1000,1999,不可,15席,15,無,無,カウンター席あり,docomo、au、SoftBank,一人で入りやすい｜知人・友人と,no data,chameleon（11）,no data,可（20人以下可）,全面喫煙可,日本酒あり、焼酎あり、ワインあり、日本酒にこだわる、焼酎にこだわる,no data,隠れ家レストラン,no data,no data,1948年4月4日,no data,no data,no data,お通し（サラダ）無料,no data,no data,no data,no data,03-5479-4808,no data,246,35.6072932,139.7372691,高級和食,https://tabelog.com/tokyo/A1315/A131501/13094230/,うなぎ
250,0,0,3,3,0.4,0,0,1,2,春鮨,寿司,no data,予約可,東京都品川区東大井6-2-2牧田ビル1F,大井町駅から徒歩５分大井町駅から297m,17:00～翌1:00夜10時以降入店可,水曜日,"[夜]￥6,000～￥7,999",6000,7999,,,no data,,,,,可（JCB、AMEX）,no data,,no data,no data,no data,no data,知人・友人と,no data,fruity（135）,no data,no data,全面喫煙可,日本酒あり、焼酎あり、ワインあり,no data,no data,no data,no data,no data,no data,【品川区南品川6-12-22より移転】,no data,no data,no data,no data,no data,no data,no data,no data,250,35.6049451,139.7352853,高級和食,https://tabelog.com/tokyo/A1315/A131501/13101068/,寿司
